-0.05294961 -0.05908383 -0.07342754 -0.08426160 -0.08679464 -0.08429212 -0.07693716 -0.06530961 -0.05127110 -0.03454695 -0.01934873 -0.00570696 0.00598163 0.01467940 0.02264473 0.03115940 0.04092532 0.05606250 0.07580798 0.09878842 0.12540056 0.15301980 0.18143255 0.20892972 0.23334453 0.25525680 0.27393416 0.28949857 0.30213323 0.31223488 0.31760612 0.31855220 0.31238747 0.29621264 0.27063814 0.23426008 0.18735313 0.12973419 0.05963317 -0.01306192 -0.08969390 -0.15820795 -0.20377208 -0.23255104 -0.24713889
-0.05142369 -0.05731376 -0.07098605 -0.08169805 -0.08514664 -0.08404797 -0.07834101 -0.06845301 -0.05551317 -0.03939940 -0.02404859 -0.00943022 0.00375378 0.01455733 0.02462844 0.03460799 0.04516739 0.05938902 0.07666250 0.09613331 0.11795404 0.14090396 0.16504410 0.18909268 0.21167639 0.23303933 0.25241858 0.26993620 0.28507340 0.29834896 0.30664998 0.31034273 0.30588701 0.28965119 0.26215398 0.22089297 0.16629536 0.09848323 0.01535081 -0.07159642 -0.16357921 -0.24784082 -0.31003752 -0.35407576 -0.37571338
-0.04855495 -0.05395672 -0.06625568 -0.07678457 -0.08243050 -0.08447523 -0.08243050 -0.07641835 -0.06591998 -0.05114902 -0.03537095 -0.01843318 -0.00183111 0.01382488 0.02862636 0.04214606 0.05475021 0.06714072 0.07919553 0.09103671 0.10226753 0.11490219 0.12964264 0.14618365 0.16483048 0.18512528 0.20633565 0.22849208 0.24951933 0.27033296 0.28568378 0.29590747 0.29563281 0.27942747 0.24777977 0.19559313 0.12378307 0.03292947 -0.07968383 -0.19913328 -0.32557145 -0.44615009 -0.54991305 -0.63365579 -0.67336041
-0.04324473 -0.04785302 -0.05819880 -0.06799524 -0.07538072 -0.08032472 -0.08178961 -0.07962279 -0.07171850 -0.05853450 -0.04269540 -0.02392651 -0.00448622 0.01541185 0.03424177 0.05026399 0.06378368 0.07330546 0.07910398 0.08252205 0.08264413 0.08456679 0.08963286 0.09833064 0.11249123 0.13098544 0.15283670 0.17807551 0.20319223 0.22931609 0.24958037 0.26429030 0.26648763 0.24924466 0.21286660 0.14996795 0.06192205 -0.04998932 -0.18900113 -0.33719900 -0.49629200 -0.64674824 -0.77019560 -0.86638999 -0.91241187
-0.03408917 -0.03765984 -0.04547258 -0.05380413 -0.06201361 -0.06881924 -0.07281716 -0.07358012 -0.06793420 -0.05645924 -0.04116947 -0.02160710 -0.00073244 0.02154607 0.04239021 0.05877865 0.07107761 0.07632679 0.07510605 0.07019258 0.06030457 0.05267495 0.04925688 0.05084384 0.06024354 0.07580798 0.09601123 0.12100589 0.14621417 0.17288736 0.19351786 0.20859401 0.21011993 0.19034395 0.14938810 0.07815790 -0.02163762 -0.14761803 -0.30298775 -0.46955779 -0.65733820 -0.82351148 -0.91531116 -0.96008182 -0.98483229
-0.02386547 -0.02615436 -0.03088473 -0.03711051 -0.04535051 -0.05328532 -0.05923643 -0.06256294 -0.05911435 -0.04968413 -0.03552354 -0.01608326 0.00515763 0.02853481 0.05001984 0.06540117 0.07519761 0.07550279 0.06714072 0.05429243 0.03549303 0.01947081 0.00869778 0.00402844 0.00894192 0.02124088 0.03866695 0.06152532 0.08441420 0.10855434 0.12646870 0.13876766 0.13705863 0.11325419 0.06741539 -0.01052889 -0.11868648 -0.25327310 -0.41779840 -0.59260839 -0.79372537 -0.96047854 -1.00000000 -0.99853510 -0.99899286
-0.01577807 -0.01638844 -0.01724296 -0.02038636 -0.02761925 -0.03564562 -0.04269540 -0.04797510 -0.04660176 -0.03946043 -0.02710044 -0.00875881 0.01150548 0.03433332 0.05468917 0.06753746 0.07367168 0.06869716 0.05359050 0.03393658 0.00827052 -0.01397748 -0.02987762 -0.03897214 -0.03756829 -0.02826014 -0.01419111 0.00494400 0.02322459 0.04165776 0.05346843 0.05923643 0.05108799 0.02136296 -0.02984710 -0.11236915 -0.22428052 -0.36063722 -0.52699363 -0.69164097 -0.85888243 -0.98998994 -1.00000000 -1.00000000 -1.00000000
-0.00778222 -0.00653096 -0.00311289 -0.00265511 -0.00817896 -0.01565600 -0.02340770 -0.03039644 -0.03122044 -0.02682577 -0.01693777 -0.00070193 0.01745659 0.03827021 0.05621510 0.06552324 0.06726280 0.05703909 0.03579821 0.01065096 -0.01992859 -0.04638813 -0.06561480 -0.07760857 -0.07895138 -0.07245094 -0.06237983 -0.04821924 -0.03646962 -0.02633747 -0.02343822 -0.02719199 -0.04437391 -0.08139286 -0.13818781 -0.22327341 -0.33487961 -0.46632284 -0.62422562 -0.77025664 -0.89822078 -0.99258399 -1.00000000 -1.00000000 -1.00000000
0.00225837 0.00524918 0.01266518 0.01641896 0.01239051 0.00515763 -0.00378430 -0.01318400 -0.01705985 -0.01644948 -0.01004059 0.00305185 0.01821955 0.03619495 0.05121006 0.05722221 0.05542161 0.04144414 0.01632740 -0.01196326 -0.04480117 -0.07306131 -0.09347820 -0.10669271 -0.10974456 -0.10556352 -0.09942930 -0.09060945 -0.08612324 -0.08545183 -0.09271523 -0.10769982 -0.13522752 -0.18012024 -0.24210334 -0.32724997 -0.43424788 -0.55397201 -0.69200718 -0.81566823 -0.91705072 -0.98974580 -1.00000000 -1.00000000 -1.00000000
0.01409955 0.01870785 0.02990814 0.03674429 0.03415021 0.02703940 0.01648000 0.00415052 -0.00350963 -0.00753807 -0.00555437 0.00338755 0.01458785 0.02877896 0.04025391 0.04297006 0.03820917 0.02179022 -0.00527970 -0.03448592 -0.06701865 -0.09472945 -0.11429182 -0.12704855 -0.13086337 -0.12863551 -0.12646870 -0.12344737 -0.12707907 -0.13711967 -0.15607166 -0.18417920 -0.22357860 -0.27704704 -0.34385204 -0.42677084 -0.52497941 -0.62648398 -0.73406172 -0.83034760 -0.91164893 -0.97231972 -0.99722284 -0.99917603 -1.00000000
